Article_ID,DOI,Authors,Year,Continent,Country,City,Bee genus,Bee species,Bee merged,Bee full,Abundance,Bee_ID_per_study,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Megachile,rotundata,Megachile rotundata,Megachile rotundata,3,70,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Andrena,cineraria,Andrena cineraria,Andrena cineraria,2,71,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Andrena,dorsata,Andrena dorsata,Andrena dorsata,2,72,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Andrena,ovatula,Andrena ovatula,Andrena ovatula,2,73,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Bombus,rupestris,Bombus rupestris,Bombus rupestris,2,74,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Andrena,minutuloides,Andrena minutuloides,Andrena minutuloides,1,75,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Anthidium,oblongatum,Anthidium oblongatum,Anthidium oblongatum,1,76,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Colletes,hederae,Colletes hederae,Colletes hederae,1,77,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Lasioglossum,albipes,Lasioglossum albipes,Lasioglossum albipes,1,78,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Megachile,willughbiella,Megachile willughbiella,Megachile willughbiella,1,79,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Nomada,fabriciana,Nomada fabriciana,Nomada fabriciana,1,80,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Osmia,leaiana,Osmia leaiana,Osmia leaiana,1,81,,,,,,,,,,,,,,
A208,https://doi.org/10.1016/j.landurbplan.2021.104137,"Casanelles-Abella et al.,",2021,Europe,Switzerland,Zurich,Sphecodes,niger,Sphecodes niger,Sphecodes niger,1,82,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-73,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,ephialtum,Lasioglossum ephialtum,"Lasioglossum ephialtum (Gibbs, 2010)",278,1,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-75,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,hitchensi,Lasioglossum hitchensi,"Lasioglossum hitchensi (Gibbs, 2012)",112,2,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-59,"Choatte et al.,",2018,America,USA,Meadville,Augochlora,pura,Augochlora pura,"Augochlora pura (Say, 1837)",106,3,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-97,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,zonulum,Lasioglossum zonulum,"Lasioglossum zonulum (Smith, 1848)",90,4,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-62,"Choatte et al.,",2018,America,USA,Meadville,Halictus,confusus,Halictus confusus,"Halictus confusus (Smith, 1853)",75,5,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-58,"Choatte et al.,",2018,America,USA,Meadville,Agapostemon,virescens,Agapostemon virescens,"Agapostemon virescens (Fabricius, 1775)",71,6,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-60,"Choatte et al.,",2018,America,USA,Meadville,Augochlorella,aurata,Augochlorella aurata,"Augochlorella aurata (Smith, 1853)",59,7,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-31,"Choatte et al.,",2018,America,USA,Meadville,Ceratina,calcarata,Ceratina calcarata,"Ceratina calcarata (Robertson, 1900)",44,8,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-70,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,coriaceum,Lasioglossum coriaceum,"Lasioglossum coriaceum (Smith, 1853)",44,9,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-25,"Choatte et al.,",2018,America,USA,Meadville,Apis,mellifera,Apis mellifera,"Apis mellifera (Linnaeus, 1758)",41,10,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-89,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,sp.,Lasioglossum sp.,Lasioglossum sp.,38,11,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-49,"Choatte et al.,",2018,America,USA,Meadville,Peponapis,pruinosa,Peponapis pruinosa,"Peponapis pruinosa (Say, 1837)",37,12,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-53,"Choatte et al.,",2018,America,USA,Meadville,Hylaeus,hyalinatus,Hylaeus hyalinatus,"Hylaeus hyalinatus (Smith, 1842)",36,13,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-28,"Choatte et al.,",2018,America,USA,Meadville,Bombus,impatiens,Bombus impatiens,"Bombus impatiens (Cresson, 1863)",35,14,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-63,"Choatte et al.,",2018,America,USA,Meadville,Halictus,ligatus,Halictus ligatus,"Halictus ligatus (Say, 1837)",30,15,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-51,"Choatte et al.,",2018,America,USA,Meadville,Hylaeus,affinis,Hylaeus affinis,"Hylaeus affinis (Smith, 1853)/modestus (Say, 1837)",25,16,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-33,"Choatte et al.,",2018,America,USA,Meadville,Ceratina,mikmaqi,Ceratina mikmaqi,"Ceratina mikmaqi (Rehan and Sheffield, 2011)",19,17,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-77,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,imitatum,Lasioglossum imitatum,"Lasioglossum imitatum (Smith, 1853)",17,18,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-71,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,cressonii,Lasioglossum cressonii,"Lasioglossum cressonii (Robertson, 1890)",16,19,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-78,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,leucozonium,Lasioglossum leucozonium,"Lasioglossum leucozonium (Schrank, 1781)",15,20,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-76,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,illinoense,Lasioglossum illinoense,"Lasioglossum illinoense (Robertson, 1892)",14,21,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-44,"Choatte et al.,",2018,America,USA,Meadville,Nomada,imbricata,Nomada imbricata,"Nomada imbricata (Smith, 1854)",13,22,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-56,"Choatte et al.,",2018,America,USA,Meadville,Hylaeus,pictipes,Hylaeus pictipes,"Hylaeus pictipes (Nylander, 1852)",13,23,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-64,"Choatte et al.,",2018,America,USA,Meadville,Halictus,rubicundus,Halictus rubicundus,"Halictus rubicundus (Christ, 1791)",13,24,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-24,"Choatte et al.,",2018,America,USA,Meadville,Anthophora,terminalis,Anthophora terminalis,"Anthophora terminalis (Cresson, 1869)",12,25,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-36,"Choatte et al.,",2018,America,USA,Meadville,Melissodes,bimaculatus,Melissodes bimaculatus,"Melissodes bimaculatus (Lepeletier, 1825)",12,26,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-94,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,versatum,Lasioglossum versatum,"Lasioglossum versatum (Robertson, 1902)",12,27,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-74,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,gotham,Lasioglossum gotham,"Lasioglossum gotham (Gibbs, 2011)",11,28,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-87,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,quebecense,Lasioglossum quebecense,"Lasioglossum quebecense (Crawford, 1907)",11,29,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-68,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,cinctipes,Lasioglossum cinctipes,"Lasioglossum cinctipes (Provancher, 1888)",10,30,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-100,"Choatte et al.,",2018,America,USA,Meadville,Anthidium,oblongatum,Anthidium oblongatum,"Anthidium oblongatum (Illiger, 1806)",10,31,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-112,"Choatte et al.,",2018,America,USA,Meadville,Megachile,rotundata,Megachile rotundata,"Megachile rotundata (Fabricius, 1787)",10,32,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-16,"Choatte et al.,",2018,America,USA,Meadville,Andrena,nasonii,Andrena nasonii,"Andrena nasonii (Robertson, 1895)",9,33,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-30,"Choatte et al.,",2018,America,USA,Meadville,Bombus,vagans,Bombus vagans,Bombus vagans (Smith 1854),9,34,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-35,"Choatte et al.,",2018,America,USA,Meadville,Ceratina,strenua,Ceratina strenua,"Ceratina strenua (Smith, 1879)",9,35,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-66,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,admirandum,Lasioglossum admirandum,"Lasioglossum admirandum (Sandhouse, 1924)",9,36,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-91,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,tegulare,Lasioglossum tegulare,"Lasioglossum tegulare (Robertson, 1890)",9,37,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-101,"Choatte et al.,",2018,America,USA,Meadville,Chelostoma,philadelphi,Chelostoma philadelphi,"Chelostoma philadelphi (Robertson, 1891)",9,38,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-17,"Choatte et al.,",2018,America,USA,Meadville,Andrena,perplexa,Andrena perplexa,"Andrena perplexa (Smith, 1853)",8,39,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-42,"Choatte et al.,",2018,America,USA,Meadville,Nomada,cressonii,Nomada cressonii,"Nomada cressonii (Robertson, 1893)",8,40,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-69,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,coeruleum,Lasioglossum coeruleum,"Lasioglossum coeruleum (Robertson, 1893)",8,41,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-23,"Choatte et al.,",2018,America,USA,Meadville,Calliopsis,andreniformis,Calliopsis andreniformis,"Calliopsis andreniformis (Smith, 1853)",7,42,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-29,"Choatte et al.,",2018,America,USA,Meadville,Bombus,perplexus,Bombus perplexus,"Bombus perplexus (Cresson, 1863)",7,43,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-38,"Choatte et al.,",2018,America,USA,Meadville,Melissodes,desponsus,Melissodes desponsus,"Melissodes desponsus (Smith, 1854)",7,44,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-41,"Choatte et al.,",2018,America,USA,Meadville,Nomada,(Scopoli),Nomada (Scopoli),Nomada (Scopoli) bidentate grp.,7,45,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-83,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,oenotherae,Lasioglossum oenotherae,"Lasioglossum oenotherae (Stevens, 1920)",7,46,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-9,"Choatte et al.,",2018,America,USA,Meadville,Andrena,carlini,Andrena carlini,"Andrena carlini (Cockerell, 1901)",6,47,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-106,"Choatte et al.,",2018,America,USA,Meadville,Megachile,campanulae,Megachile campanulae,"Megachile campanulae (Robertson, 1903)",6,48,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-111,"Choatte et al.,",2018,America,USA,Meadville,Megachile,relativa,Megachile relativa,"Megachile relativa (Cresson, 1878)",6,49,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-32,"Choatte et al.,",2018,America,USA,Meadville,Ceratina,dupla,Ceratina dupla,"Ceratina dupla (Say, 1837)",5,50,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-37,"Choatte et al.,",2018,America,USA,Meadville,Melissodes,denticulatus,Melissodes denticulatus,"Melissodes denticulatus (Smith, 1854)",5,51,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-40,"Choatte et al.,",2018,America,USA,Meadville,Nomada,articulata,Nomada articulata,"Nomada articulata (Smith, 1854)",5,52,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-46,"Choatte et al.,",2018,America,USA,Meadville,Nomada,pygmaea,Nomada pygmaea,"Nomada pygmaea (Cresson, 1863)",5,53,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-48,"Choatte et al.,",2018,America,USA,Meadville,Nomada,sp.,Nomada sp.,Nomada sp.,5,54,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-50,"Choatte et al.,",2018,America,USA,Meadville,Xylocopa,virginica,Xylocopa virginica,"Xylocopa virginica (Linnaeus, 1771)",5,55,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-55,"Choatte et al.,",2018,America,USA,Meadville,Hylaeus,mesillae,Hylaeus mesillae,"Hylaeus mesillae (Cockerell, 1896)",5,56,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-86,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,pilosum,Lasioglossum pilosum,"Lasioglossum pilosum (Smith, 1853)",5,57,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-90,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,subviridatum,Lasioglossum subviridatum,"Lasioglossum subviridatum (Cockerell, 1938)",5,58,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-95,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,weemsi,Lasioglossum weemsi,"Lasioglossum weemsi (Mitchell, 1960)",5,59,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-10,"Choatte et al.,",2018,America,USA,Meadville,Andrena,cornelli,Andrena cornelli,"Andrena cornelli (Viereck, 1907)",4,60,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-79,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,lineatulum,Lasioglossum lineatulum,"Lasioglossum lineatulum (Crawford, 1906)",4,61,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-102,"Choatte et al.,",2018,America,USA,Meadville,Chelostoma,rapunculi,Chelostoma rapunculi,"Chelostoma rapunculi (Lepeletier, 1841)",4,62,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-12,"Choatte et al.,",2018,America,USA,Meadville,Andrena,cressonii,Andrena cressonii,"Andrena cressonii (Robertson, 1891)",3,63,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-22,"Choatte et al.,",2018,America,USA,Meadville,Andrena,vicina,Andrena vicina,"Andrena vicina (Smith, 1853)",3,64,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-52,"Choatte et al.,",2018,America,USA,Meadville,Hylaeus,annulatus,Hylaeus annulatus,"Hylaeus annulatus (Linnaeus, 1758)",3,65,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-105,"Choatte et al.,",2018,America,USA,Meadville,Megachile,brevis,Megachile brevis,"Megachile brevis (Say, 1837)",3,66,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-109,"Choatte et al.,",2018,America,USA,Meadville,Megachile,mendica,Megachile mendica,"Megachile mendica (Cresson, 1878)",3,67,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-118,"Choatte et al.,",2018,America,USA,Meadville,Osmia,pumila,Osmia pumila,"Osmia pumila (Cresson, 1864)",3,68,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-6,"Choatte et al.,",2018,America,USA,Meadville,Andrena,alleghaniensis,Andrena alleghaniensis,"Andrena alleghaniensis (Viereck, 1907)",2,69,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-7,"Choatte et al.,",2018,America,USA,Meadville,Andrena,asteris,Andrena asteris,"Andrena asteris (Robertson, 1891)",2,70,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-45,"Choatte et al.,",2018,America,USA,Meadville,Nomada,maculata,Nomada maculata,"Nomada maculata (Cresson, 1863)",2,71,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-54,"Choatte et al.,",2018,America,USA,Meadville,Hylaeus,leptocephalus,Hylaeus leptocephalus,"Hylaeus leptocephalus (Morawitz, 1871)",2,72,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-57,"Choatte et al.,",2018,America,USA,Meadville,Hylaeus,sp.,Hylaeus sp.,Hylaeus sp.,2,73,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-61,"Choatte et al.,",2018,America,USA,Meadville,Augochloropsis,metallica-fulgida,Augochloropsis metallica-fulgida,"Augochloropsis metallica-fulgida (Fabricius, 1793)",2,74,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-65,"Choatte et al.,",2018,America,USA,Meadville,Halictus,sp.,Halictus sp.,Halictus sp.,2,75,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-67,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,bruneri,Lasioglossum bruneri,"Lasioglossum bruneri (Crawford, 1902)",2,76,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-80,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,michiganense,Lasioglossum michiganense,"Lasioglossum michiganense (Mitchell, 1960)",2,77,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-81,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,nymphaearum,Lasioglossum nymphaearum,"Lasioglossum nymphaearum (Cockerell, 1916)",2,78,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-82,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,obscurum,Lasioglossum obscurum,"Lasioglossum obscurum (Robertson, 1892)",2,79,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-99,"Choatte et al.,",2018,America,USA,Meadville,Anthidium,manicatum,Anthidium manicatum,"Anthidium manicatum (Linnaeus, 1758)",2,80,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-107,"Choatte et al.,",2018,America,USA,Meadville,Megachile,centuncularis,Megachile centuncularis,"Megachile centuncularis (Linnaeus, 1758)",2,81,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-113,"Choatte et al.,",2018,America,USA,Meadville,Megachile,sp.,Megachile sp.,Megachile sp.,2,82,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-114,"Choatte et al.,",2018,America,USA,Meadville,Megachile,texana,Megachile texana,"Megachile texana (Cresson, 1878)",2,83,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-8,"Choatte et al.,",2018,America,USA,Meadville,Andrena,bisalicis,Andrena bisalicis,"Andrena bisalicis (Viereck, 1908)",1,84,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-11,"Choatte et al.,",2018,America,USA,Meadville,Andrena,crataegi,Andrena crataegi,"Andrena crataegi (Robertson, 1893)",1,85,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-13,"Choatte et al.,",2018,America,USA,Meadville,Andrena,illini,Andrena illini,"Andrena illini (Bouseman and LaBerge, 1979)",1,86,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-14,"Choatte et al.,",2018,America,USA,Meadville,Andrena,imitatrix,Andrena imitatrix,"Andrena imitatrix (Cresson, 1872)/morrisonella (Viereck, 1917)",1,87,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-15,"Choatte et al.,",2018,America,USA,Meadville,Andrena,miserabilis,Andrena miserabilis,"Andrena miserabilis (Cresson, 1872)",1,88,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-18,"Choatte et al.,",2018,America,USA,Meadville,Andrena,placata,Andrena placata,"Andrena placata (Mitchell, 1960)",1,89,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-19,"Choatte et al.,",2018,America,USA,Meadville,Andrena,rugosa,Andrena rugosa,"Andrena rugosa (Robertson, 1891)",1,90,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-20,"Choatte et al.,",2018,America,USA,Meadville,Andrena,sp.,Andrena sp.,Andrena sp.,1,91,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-21,"Choatte et al.,",2018,America,USA,Meadville,Andrena,tridens,Andrena tridens,"Andrena tridens (Robertson, 1902)",1,92,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-26,"Choatte et al.,",2018,America,USA,Meadville,Bombus,bimaculatus,Bombus bimaculatus,"Bombus bimaculatus (Cresson, 1863)",1,93,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-27,"Choatte et al.,",2018,America,USA,Meadville,Bombus,fernaldae,Bombus fernaldae,"Bombus fernaldae (Franklin, 1911)",1,94,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-34,"Choatte et al.,",2018,America,USA,Meadville,Ceratina,sp.,Ceratina sp.,Ceratina sp.,1,95,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-39,"Choatte et al.,",2018,America,USA,Meadville,Melissodes,illatus,Melissodes illatus,"Melissodes illatus (Lovell and Cockerell, 1906)",1,96,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-43,"Choatte et al.,",2018,America,USA,Meadville,Nomada,denticulata,Nomada denticulata,"Nomada denticulata (Robertson, 1902)",1,97,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-47,"Choatte et al.,",2018,America,USA,Meadville,Nomada,sayi,Nomada sayi,"Nomada sayi (Robertson, 1893)/illinoensis (Robertson, 1900)",1,98,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-72,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,ellisiae,Lasioglossum ellisiae,"Lasioglossum ellisiae (Sandhouse, 1924)",1,99,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-84,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,pectorale,Lasioglossum pectorale,"Lasioglossum pectorale (Smith, 1853)",1,100,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-85,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,perpunctatum,Lasioglossum perpunctatum,"Lasioglossum perpunctatum (Ellis, 1913)",1,101,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-88,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,smilacinae,Lasioglossum smilacinae,"Lasioglossum smilacinae (Robertson, 1897)",1,102,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-92,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,trigeminum,Lasioglossum trigeminum,"Lasioglossum trigeminum (Gibbs, 2011)",1,103,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-93,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,versans,Lasioglossum versans,"Lasioglossum versans (Lovell, 1905)",1,104,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-96,"Choatte et al.,",2018,America,USA,Meadville,Lasioglossum,zephyrum,Lasioglossum zephyrum,"Lasioglossum zephyrum (Smith, 1853)",1,105,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-98,"Choatte et al.,",2018,America,USA,Meadville,Sphecodes,sp.,Sphecodes sp.,Sphecodes sp.,1,106,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-103,"Choatte et al.,",2018,America,USA,Meadville,Hoplitis,sp.,Hoplitis sp.,Hoplitis sp.,1,107,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-104,"Choatte et al.,",2018,America,USA,Meadville,Megachile,addenda,Megachile addenda,"Megachile addenda (Cresson, 1878)",1,108,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-108,"Choatte et al.,",2018,America,USA,Meadville,Megachile,latimanus,Megachile latimanus,"Megachile latimanus (Say, 1823)",1,109,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-110,"Choatte et al.,",2018,America,USA,Meadville,Megachile,montivaga,Megachile montivaga,"Megachile montivaga (Cresson, 1878)",1,110,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-115,"Choatte et al.,",2018,America,USA,Meadville,Osmia,bucephala,Osmia bucephala,"Osmia bucephala (Cresson, 1864)",1,111,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-116,"Choatte et al.,",2018,America,USA,Meadville,Osmia,cornifrons,Osmia cornifrons,"Osmia cornifrons (Radoszkowski, 1887)",1,112,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-117,"Choatte et al.,",2018,America,USA,Meadville,Osmia,georgica,Osmia georgica,"Osmia georgica (Cresson, 1878)",1,113,,,,,,,,,,,,,,
A212,https://doi.org/10.1007/s10841-018-0068-119,"Choatte et al.,",2018,America,USA,Meadville,Osmia,taurus,Osmia taurus,"Osmia taurus (Smith, 1873)",1,114,,,,,,,,,,,,,,
